identificacion,fecha,precio,dormitorios,baños,metros2habitable,metros2lote,metros2arriba,metros2sotano,pisos,año_construccion,año_renovacion,latitud,longitud
1516000055,20141210T000000,650000.0,3,2.25,199.74145,1972.795205,147.71577,52.02568,1.0,1959,0,47.4336,-122.339
9558200045,20140828T000000,289000.0,3,1.75,117.05778,780.3851999999999,117.05778,0.0,1.0,1954,0,47.4366,-122.335
5072410070,20141021T000000,505000.0,3,1.75,234.022657,807.32707,234.022657,0.0,2.0,1973,0,47.4428,-122.344
9528102996,20141207T000000,549000.0,3,1.75,143.07062,96.990732,143.07062,0.0,3.0,2014,0,47.6765,-122.32
1189001180,20140603T000000,425000.0,3,2.25,154.21898,557.418,103.12233,51.09665,1.0,1979,0,47.6113,-122.297
3253500160,20141120T000000,317625.0,3,2.75,257.34131,353.867527,164.43831,92.903,1.5,1925,0,47.5747,-122.304
3394100030,20140909T000000,975000.0,4,2.5,252.69616,1026.485247,252.69616,0.0,2.0,1989,0,47.5815,-122.192
3717000160,20141009T000000,287000.0,4,2.5,208.10272,431.813144,208.10272,0.0,2.0,2005,0,47.3378,-122.257
1274500060,20140825T000000,204000.0,3,1.0,92.903,1121.33921,92.903,0.0,1.0,1968,0,47.3621,-122.11
1802000060,20140612T000000,1325000.0,5,2.25,297.2896,1872.738674,148.6448,148.6448,1.0,1965,0,47.6303,-122.215
1525059190,20140912T000000,1040000.0,5,3.25,443.14731,4653.882882,285.21220999999997,157.9351,1.0,1973,0,47.6525,-122.16
1049000060,20150105T000000,325000.0,3,2.0,117.05778,521.371636,117.05778,0.0,1.0,1972,0,47.7362,-122.179
8820901275,20140610T000000,571000.0,4,2.0,255.48325,725.293721,209.03175,46.4515,1.5,1916,0,47.7168,-122.287
5416510140,20140710T000000,360000.0,4,2.5,221.10914,464.515,221.10914,0.0,2.0,2005,0,47.3608,-122.036
3444100400,20150316T000000,349000.0,3,1.75,166.29637,4694.295687,101.26427,65.0321,1.0,1965,0,47.3511,-122.073
3276920270,20141105T000000,832500.0,4,4.0,318.65729,3261.081106,222.03817,96.61912,2.0,1986,0,47.5822,-121.987
4036801170,20141013T000000,380000.0,4,1.75,163.50928,678.1919,81.75464,81.75464,1.0,1956,0,47.6034,-122.125
2391600320,20150420T000000,480000.0,3,1.0,96.61912,470.08918,96.61912,0.0,1.0,1941,0,47.5636,-122.394
6300000287,20140609T000000,410000.0,3,1.0,130.99323,470.08918,84.54173,46.4515,1.0,1956,0,47.7073,-122.34
1531000030,20150323T000000,720000.0,4,2.5,320.51535,3686.669749,320.51535,0.0,2.0,2002,0,47.342,-122.025
5104520400,20141202T000000,390000.0,3,2.5,218.32205,473.8053,218.32205,0.0,2.0,2003,0,47.3512,-122.008
7437100340,20141222T000000,360000.0,4,2.5,176.5157,547.105767,176.5157,0.0,2.0,1992,0,47.349,-122.031
9418400240,20141028T000000,355000.0,2,1.0,187.66406,624.30816,93.83203,93.83203,1.0,1948,0,47.5474,-122.291
1523059105,20150128T000000,356000.0,3,1.5,156.07704,809.370936,156.07704,0.0,1.0,1964,0,47.4811,-122.149
1133000671,20140602T000000,315000.0,3,1.0,89.18688,616.318502,89.18688,0.0,1.0,1952,0,47.7264,-122.31
4232902595,20141114T000000,940000.0,3,1.5,198.81242,334.4508,176.5157,22.29672,2.0,1925,0,47.6337,-122.365
2599001200,20141103T000000,305000.0,5,2.25,247.12198,780.3851999999999,247.12198,0.0,1.5,1961,0,47.2909,-122.189
3342103156,20140618T000000,461000.0,3,3.25,257.34131,583.245034,183.94794,73.39337,2.0,2006,0,47.5228,-122.199
1332700270,20140519T000000,215000.0,2,2.25,149.57383,189.52212,149.57383,0.0,2.0,1979,0,47.518,-122.194
3869900162,20140904T000000,335000.0,2,1.75,95.69009,99.034598,71.070795,24.619295,2.0,2006,0,47.5394,-122.387
2791500270,20140522T000000,243500.0,4,2.5,183.94794,687.760909,183.94794,0.0,2.0,1988,0,47.2897,-122.372
5036300431,20150311T000000,1099880.0,5,2.75,327.01856,590.212759,327.01856,0.0,2.0,2001,0,47.6506,-122.391
4168000060,20150226T000000,153000.0,3,1.0,111.4836,975.4815,111.4836,0.0,1.0,1962,0,47.322,-122.351
6021501535,20140725T000000,430000.0,3,1.5,146.78674,464.515,119.84487,26.94187,1.0,1939,0,47.687,-122.386
6021501535,20141223T000000,700000.0,3,1.5,146.78674,464.515,119.84487,26.94187,1.0,1939,0,47.687,-122.386
1483300570,20140908T000000,905000.0,4,2.5,306.5799,952.25575,222.03817,84.54173,1.0,1946,1991,47.5873,-122.249
3422049190,20150330T000000,247500.0,3,1.75,182.08988,1456.811943,182.08988,0.0,1.0,1967,0,47.3576,-122.277
1099611230,20140912T000000,199000.0,4,1.5,107.76748,594.5792,107.76748,0.0,1.0,1975,0,47.3036,-122.378
722079104,20140711T000000,314000.0,3,1.75,168.15443,3883.3454,112.41263,55.7418,1.0,1980,0,47.4109,-121.958
7338200240,20140516T000000,437500.0,3,2.5,215.53496,3423.196841,215.53496,0.0,2.0,1992,0,47.4838,-121.714
1952200240,20140611T000000,850830.0,3,2.5,192.30921,1230.128623,117.98681,74.3224,1.5,1910,0,47.6415,-122.315
5200100125,20141027T000000,555000.0,3,2.0,183.94794,323.116634,133.78032,50.16762,1.5,1929,0,47.6775,-122.372
7214720075,20141212T000000,699950.0,3,2.25,203.45757,9995.712479,203.45757,0.0,2.0,1983,0,47.7731,-122.08
2450000295,20141007T000000,1088000.0,3,2.5,271.27676,753.722039,271.27676,0.0,2.0,1950,2010,47.5814,-122.196
6197800045,20140924T000000,290000.0,3,1.0,112.41263,3151.176857,112.41263,0.0,1.0,1954,0,47.4375,-122.184
1328310370,20150402T000000,375000.0,3,2.5,217.39302,929.494515,135.63838,81.75464,1.0,1978,0,47.4431,-122.133
546000875,20140523T000000,460000.0,3,1.0,155.14801,372.076515,108.69651,46.4515,1.5,1939,0,47.6878,-122.38
3530510041,20140723T000000,188500.0,2,1.75,115.19972,231.607179,115.19972,0.0,1.0,1985,0,47.3813,-122.322
1853000400,20150305T000000,680000.0,4,2.5,291.71542,2604.721411,291.71542,0.0,2.0,1991,0,47.7304,-122.082
3134100116,20140827T000000,470000.0,5,1.75,188.59309,1146.608826,188.59309,0.0,2.0,1942,0,47.6417,-122.109
9545230140,20140725T000000,597750.0,4,2.5,214.60593,894.098472,214.60593,0.0,2.0,1984,0,47.5386,-122.053
3362400511,20150304T000000,570000.0,3,1.75,117.05778,309.181184,65.0321,52.02568,1.0,1905,0,47.6823,-122.349
2525310310,20140916T000000,272500.0,3,1.75,143.07062,1170.5778,107.76748,35.30314,1.0,1980,0,47.3624,-122.031
6126500060,20141124T000000,329950.0,3,1.75,193.23824,554.538007,100.33524,92.903,1.0,1971,0,47.5474,-122.295
8961960160,20141028T000000,480000.0,4,2.5,300.07669,1502.334413,234.11556,65.96113,2.0,2001,0,47.3183,-122.253
3626039325,20141121T000000,740500.0,3,3.5,406.91514,589.93405,258.27034,148.6448,2.0,1900,1999,47.6981,-122.368
3362400431,20140626T000000,518500.0,3,3.5,147.71577,102.379106,147.71577,0.0,3.0,2010,0,47.6824,-122.347
4060000240,20140623T000000,205425.0,2,1.0,81.75464,629.88234,81.75464,0.0,1.0,1945,0,47.5009,-122.248
3454800060,20150108T000000,171800.0,4,2.0,145.85771,891.8688,145.85771,0.0,1.0,1950,0,47.4965,-122.303
1695900060,20150511T000000,535000.0,4,1.0,149.57383,277.036746,149.57383,0.0,1.5,1925,0,47.587,-122.294
7278700070,20150102T000000,660000.0,3,2.5,222.9672,601.454022,144.92867999999999,78.03852,1.0,1964,0,47.7728,-122.386
6675500070,20141119T000000,391500.0,3,2.0,134.70935,848.390196,134.70935,0.0,1.0,1987,0,47.7288,-122.226
3626039187,20150406T000000,395000.0,2,1.0,71.53531,557.418,71.53531,0.0,1.0,1953,0,47.6999,-122.364
3524049083,20141104T000000,445000.0,4,1.75,195.09629999999999,408.7732,159.79316,35.30314,1.5,1924,0,47.5299,-122.266
3275860240,20140618T000000,770000.0,3,2.25,270.34773,947.982212,270.34773,0.0,2.0,1990,0,47.6897,-122.098
4389200955,20150302T000000,1450000.0,4,2.75,255.48325,1652.651467,183.94794,71.53531,1.5,1914,1992,47.6141,-122.212
4058801670,20140717T000000,445000.0,3,2.25,195.09629999999999,761.897503,150.50286,44.59344,1.0,1967,0,47.5091,-122.244
8732020310,20140717T000000,260000.0,4,2.25,200.67048,818.5683329999999,126.34808,74.3224,1.0,1978,0,47.3129,-122.39
2331300505,20140613T000000,822500.0,5,3.5,215.53496,460.79888,159.79316,55.7418,2.0,1926,0,47.6763,-122.352
7853210060,20150406T000000,430000.0,4,2.5,192.30921,400.41193,192.30921,0.0,2.0,2004,0,47.5319,-121.85
3668000070,20150105T000000,212000.0,3,1.75,98.47718,731.611125,98.47718,0.0,1.0,1986,0,47.2761,-122.152
9545240070,20150428T000000,660500.0,4,2.25,186.73503,892.147509,133.78032,52.95471,1.0,1986,0,47.5343,-122.054
1243100136,20140612T000000,784000.0,3,3.5,366.96685,10319.479434,228.54138,138.42547,1.5,1989,0,47.697,-122.072
8929000270,20140512T000000,453246.0,3,2.5,186.73503,212.46916099999999,129.13517,57.59986,2.0,2014,0,47.5517,-121.998
2767602356,20150126T000000,675000.0,4,3.5,198.81242,211.633034,198.81242,0.0,3.0,2005,0,47.6734,-122.38
921049315,20140813T000000,199000.0,3,1.75,122.63195999999999,1615.5831699999999,122.63195999999999,0.0,1.0,1956,0,47.3257,-122.296
3655000070,20140805T000000,220000.0,4,1.75,187.66406,728.35952,93.83203,93.83203,1.0,1968,0,47.3309,-122.299
4027700812,20140529T000000,452000.0,4,2.25,240.61877,929.215806,124.49002,116.12875,1.0,1968,0,47.7689,-122.266
3992700335,20140707T000000,382500.0,2,1.0,110.55457,412.48932,110.55457,0.0,1.0,1981,0,47.7135,-122.287
2767603505,20140507T000000,519950.0,3,2.25,108.69651,116.035847,108.69651,0.0,3.0,2014,0,47.6722,-122.381
4232901525,20140627T000000,665000.0,2,1.0,103.12233,297.2896,103.12233,0.0,1.0,1925,0,47.6338,-122.358
1777500060,20140708T000000,527700.0,5,2.5,261.98646,870.965625,143.99965,117.98681,1.0,1968,0,47.5707,-122.128
1432900240,20150508T000000,205000.0,3,1.0,149.57383,797.0148369999999,93.83203,55.7418,1.0,1962,0,47.4563,-122.171
6140100875,20150415T000000,420000.0,3,1.0,98.47718,752.235591,87.32882,11.14836,1.0,1923,0,47.7144,-122.351
6071600370,20150227T000000,500000.0,4,2.25,188.59309,791.254851,128.20614,60.38695,1.0,1961,0,47.5495,-122.174
1526069017,20141203T000000,921500.0,4,2.5,340.95401,29299.190722,340.95401,0.0,2.0,1994,0,47.7421,-122.026
809001525,20140625T000000,890000.0,4,1.0,236.90265,371.612,220.18010999999998,16.72254,2.0,1905,0,47.6354,-122.353
3224079105,20140806T000000,430000.0,2,2.5,224.82526,5665.596552,224.82526,0.0,2.0,2007,0,47.5262,-121.943
8075400570,20141030T000000,258000.0,5,2.0,209.96078,1161.2875,104.98039,104.98039,1.0,1960,0,47.3887,-122.286
1994200024,20141104T000000,511000.0,3,1.0,132.85129,320.979865,91.04494,41.80635,1.0,1947,0,47.6873,-122.336
3362900810,20140820T000000,532170.0,3,2.0,126.34808,287.07027,126.34808,0.0,2.0,1990,0,47.6838,-122.353
1324300398,20150409T000000,560000.0,3,1.0,103.12233,464.515,103.12233,0.0,1.5,1947,0,47.655,-122.359
537000445,20150331T000000,282950.0,3,1.0,116.12875,761.8046,116.12875,0.0,1.0,1954,0,47.3255,-122.304
7855801670,20150401T000000,2250000.0,4,3.25,481.23754,1844.12455,328.87662,152.36092,2.0,2006,0,47.562,-122.162
7920100045,20140516T000000,350000.0,1,1.0,65.0321,473.8053,65.0321,0.0,1.0,1942,0,47.679,-122.3
8960000030,20140728T000000,215000.0,3,1.0,109.62554,712.473107,109.62554,0.0,1.0,1967,0,47.4479,-122.176
6388930390,20141120T000000,650000.0,5,3.5,367.89588,2345.3362349999998,232.2575,135.63838,2.0,1996,0,47.525,-122.172
8731900200,20140807T000000,320000.0,4,2.75,245.26391999999998,696.7725,150.50286,94.76106,1.0,1967,0,47.3135,-122.369
8029200135,20141113T000000,247000.0,3,2.0,117.98681,668.715794,117.98681,0.0,1.5,1916,2013,47.2086,-121.996
1081200350,20141003T000000,320000.0,4,1.75,163.50928,1038.65554,163.50928,0.0,1.0,1968,0,47.4715,-122.118
84000105,20140507T000000,255000.0,5,2.25,191.38018,801.938696,95.69009,95.69009,1.0,1962,0,47.4877,-122.335
3756500060,20150309T000000,438000.0,3,1.75,165.36734,897.44298,165.36734,0.0,1.0,1962,0,47.7171,-122.193
7215720160,20150304T000000,900000.0,3,2.5,315.8702,1542.468509,315.8702,0.0,2.0,2000,0,47.6012,-122.023
3574800520,20140620T000000,441000.0,3,2.75,177.44473,676.33384,107.76748,69.67725,1.0,1979,0,47.7319,-122.224
2617300160,20140812T000000,420000.0,3,2.0,187.66406,3561.157796,93.83203,93.83203,1.0,1975,0,47.4582,-122.023
2558660270,20141208T000000,370000.0,3,1.75,146.78674,650.321,109.62554,37.1612,1.0,1976,0,47.7209,-122.168
2009000370,20150219T000000,269950.0,2,1.75,124.49002,673.54675,65.0321,59.45792,1.0,1949,0,47.408,-122.327
1836980160,20150324T000000,807100.0,4,2.5,248.98004,417.970597,248.98004,0.0,2.0,1999,0,47.565,-122.125
3261020370,20140605T000000,653000.0,3,2.5,248.98004,905.80425,149.57383,99.40621,1.0,1979,0,47.7028,-122.231
1755700060,20140611T000000,371500.0,3,2.0,127.27711,774.439408,127.27711,0.0,1.0,1964,0,47.7458,-122.331
4330600435,20150316T000000,284000.0,3,1.75,144.92867999999999,1950.963,144.92867999999999,0.0,1.0,1954,0,47.4776,-122.337
9542800700,20150102T000000,272000.0,3,1.75,200.67048,663.32742,155.14801,45.52247,1.0,1978,0,47.3026,-122.374
1999700045,20140502T000000,313000.0,3,1.5,124.49002,735.048536,124.49002,0.0,1.5,1955,0,47.7658,-122.339
1762600070,20150116T000000,917500.0,4,2.5,360.46364,3251.883709,238.76071,121.70293,2.0,1984,0,47.6477,-122.182
1687900520,20140929T000000,673000.0,4,2.25,240.61877,760.87557,240.61877,0.0,2.0,1980,0,47.5619,-122.125
7234600798,20150210T000000,425000.0,3,2.5,104.05136,102.1933,76.18046,27.8709,2.0,2008,0,47.6106,-122.31
3881900445,20140709T000000,399950.0,5,2.75,183.01891,501.6762,122.63195999999999,60.38695,1.0,1986,0,47.5868,-122.308
2254502445,20140530T000000,385000.0,3,1.0,113.34166,445.9344,113.34166,0.0,1.0,1901,0,47.6101,-122.307
5437810320,20141117T000000,269950.0,3,1.5,181.16085,702.34668,122.63195999999999,58.52889,1.0,1975,0,47.1976,-121.999
9158100075,20150107T000000,330000.0,2,1.0,125.41905,763.66266,98.47718,26.94187,1.0,1949,0,47.7224,-122.358
3830630310,20140725T000000,260000.0,3,2.5,155.14801,538.558691,155.14801,0.0,2.0,1988,0,47.3505,-122.179
8123100045,20150414T000000,470000.0,4,3.0,221.10914,476.127875,156.07704,65.0321,1.5,1925,0,47.5384,-122.376
3127200041,20140613T000000,589000.0,4,3.0,226.68332,891.8688,226.68332,0.0,2.0,1961,0,47.7044,-122.2
6661200320,20140723T000000,163500.0,2,1.5,97.54814999999999,317.635357,97.54814999999999,0.0,2.0,1996,0,47.3848,-122.039
11510310,20140905T000000,835000.0,4,2.75,290.78639,1246.015036,198.81242,91.97397,2.0,1993,0,47.6993,-122.102
825059270,20141121T000000,1095000.0,5,3.0,379.97327,1193.80355,194.16727,185.806,1.0,1986,0,47.6627,-122.188
8731951370,20150415T000000,269000.0,4,1.75,138.42547,929.03,102.1933,36.232169999999996,1.0,1969,0,47.3099,-122.379
1954440060,20140505T000000,560000.0,3,2.5,176.5157,812.343832,176.5157,0.0,2.0,1987,0,47.62,-122.043
2264500350,20150418T000000,615000.0,4,1.0,123.56099,222.9672,123.56099,0.0,1.5,1901,0,47.65,-122.34
1115810060,20141205T000000,585188.0,3,2.25,207.17369,931.445478,132.85129,74.3224,1.0,1975,0,47.6647,-122.153
9477200200,20140818T000000,305000.0,3,1.75,153.28995,880.7204399999999,113.34166,39.94829,1.0,1977,0,47.726,-122.191
1432600560,20141105T000000,166950.0,3,1.0,110.55457,819.40446,110.55457,0.0,1.0,1959,0,47.4616,-122.184
2287000060,20140912T000000,799000.0,3,2.5,198.81242,919.460991,198.81242,0.0,1.0,1959,0,47.5505,-122.219
3663500060,20140625T000000,400000.0,3,2.5,202.52854,697.515724,131.92226,70.60628,1.0,1962,0,47.7606,-122.336
3996900125,20141201T000000,230000.0,3,1.0,98.47718,950.2118839999999,98.47718,0.0,1.0,1948,0,47.7481,-122.3
7796450200,20140515T000000,256883.0,3,2.5,157.00607,466.837575,157.00607,0.0,2.0,2003,0,47.2779,-122.347
7549802535,20141111T000000,423000.0,4,2.0,183.01891,602.01144,104.98039,78.03852,1.5,1920,0,47.5511,-122.312
3278600320,20140723T000000,465000.0,3,2.5,199.74145,379.415852,199.74145,0.0,2.0,2007,0,47.5488,-122.372
2824079053,20150113T000000,440000.0,3,2.5,177.44473,6151.200533,177.44473,0.0,2.0,1997,0,47.5385,-121.911
1222069094,20141014T000000,385000.0,3,1.75,125.41905,14406.746919,125.41905,0.0,1.0,1969,0,47.4058,-121.994
3542300060,20150311T000000,210000.0,3,1.0,79.89658,1089.287675,79.89658,0.0,1.0,1943,0,47.5093,-122.184
2222059065,20141112T000000,297000.0,3,2.5,180.23182,1389.085656,180.23182,0.0,2.0,1994,0,47.3777,-122.165
7551300060,20140716T000000,470000.0,3,1.0,93.83203,464.515,93.83203,0.0,1.0,1952,0,47.675,-122.394
100600550,20140804T000000,226500.0,3,1.5,120.7739,684.69511,83.6127,37.1612,1.0,1976,0,47.3025,-122.37
3211100860,20150303T000000,274250.0,3,1.0,84.54173,785.03035,84.54173,0.0,1.0,1962,0,47.4787,-122.158
3456000310,20140804T000000,840000.0,4,1.75,230.39944,1022.86203,151.43189,78.96755,1.0,1966,0,47.5378,-122.219
9526600140,20140919T000000,677900.0,3,2.5,226.68332,426.146061,226.68332,0.0,2.0,2010,0,47.7073,-122.114
7465900060,20150205T000000,425000.0,3,1.0,93.83203,544.783192,93.83203,0.0,1.0,1915,0,47.5733,-122.381
1222000055,20141123T000000,180250.0,2,0.75,83.6127,891.8688,83.6127,0.0,1.0,1941,0,47.4604,-122.339
6300000550,20140717T000000,464000.0,6,3.0,213.6769,316.241812,148.6448,65.0321,2.0,1920,1994,47.7067,-122.343
2310030510,20150422T000000,320000.0,4,2.25,143.99965,704.111837,143.99965,0.0,2.0,1993,0,47.354,-122.047
1025049114,20140717T000000,625504.0,3,2.25,117.98681,145.486098,98.47718,19.50963,2.0,2014,0,47.6647,-122.284
8677300550,20140515T000000,592500.0,4,2.5,208.10272,1117.808896,208.10272,0.0,1.0,1983,0,47.6143,-122.017
4014400292,20150114T000000,465000.0,3,2.5,252.138742,1666.308208,252.138742,0.0,2.0,2005,0,47.3185,-122.275
1102000196,20140527T000000,477000.0,4,2.75,159.79316,582.50181,159.79316,0.0,2.0,1978,0,47.5458,-122.268
257000138,20150115T000000,280000.0,2,1.0,78.96755,1523.6092,78.96755,0.0,1.0,1923,0,47.4889,-122.299
46100204,20150221T000000,1505000.0,5,3.0,306.5799,3109.835022,173.72861,132.85129,1.0,1957,1991,47.5673,-122.21
1909600046,20140703T000000,445838.0,3,2.5,209.03175,528.803876,209.03175,0.0,2.0,2000,0,47.5133,-122.379
1250202145,20140828T000000,1072000.0,2,2.25,362.3217,1380.910192,181.16085,181.16085,1.0,1947,0,47.5884,-122.291
7611200125,20141023T000000,467000.0,2,1.5,122.63195999999999,1003.3524,122.63195999999999,0.0,1.0,1947,0,47.7145,-122.367
5611500140,20140822T000000,686000.0,4,2.5,256.41228,598.29532,256.41228,0.0,2.0,1999,0,47.5836,-122.026
7138000260,20140605T000000,279950.0,3,2.0,162.58025,905.80425,125.41905,37.1612,1.0,1961,0,47.398,-122.299
626059335,20140904T000000,527000.0,4,2.25,216.46399,1805.662708,216.46399,0.0,2.0,1987,0,47.7663,-122.215
